query,seed_ortholog,GOs
g2377,Gorai.003G101500.1,"GO:0000003,GO:0000228,GO:0000278,GO:0000723,GO:0000724,GO:0000725,GO:0000781,GO:0000784,GO:0000785,GO:0000790,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005662,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006278,GO:0006279,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007004,GO:0007049,GO:0007063,GO:0007088,GO:0007346,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010224,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010638,GO:0010639,GO:0010833,GO:0010948,GO:0016043,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022402,GO:0022414,GO:0030894,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032200,GO:0032204,GO:0032206,GO:0032210,GO:0032212,GO:0032392,GO:0032508,GO:0032879,GO:0032880,GO:0032991,GO:0032993,GO:0033043,GO:0033044,GO:0033045,GO:0033046,GO:0033047,GO:0033048,GO:0033260,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035861,GO:0042162,GO:0042592,GO:0043047,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0043596,GO:0043601,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044786,GO:0045786,GO:0045839,GO:0045875,GO:0045930,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051098,GO:0051101,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051173,GO:0051276,GO:0051321,GO:0051716,GO:0051726,GO:0051783,GO:0051784,GO:0051983,GO:0051985,GO:0060249,GO:0060255,GO:0060341,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070034,GO:0071103,GO:0071704,GO:0071840,GO:0071897,GO:0071922,GO:0071923,GO:0080090,GO:0090304,GO:0090734,GO:0097159,GO:0098687,GO:0098847,GO:0106111,GO:0106112,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902969,GO:1903046,GO:1903047,GO:1903827,GO:1903828,GO:1904356,GO:1904358,GO:1905405,GO:1905412,GO:1905634,GO:2000112,GO:2000278,GO:2000573,GO:2001251,GO:2001252"
g420,EOY23189,"GO:0000302,GO:0001101,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006970,GO:0006972,GO:0006979,GO:0007154,GO:0007165,GO:0007275,GO:0007568,GO:0007623,GO:0008150,GO:0009266,GO:0009409,GO:0009414,GO:0009415,GO:0009605,GO:0009607,GO:0009608,GO:0009609,GO:0009611,GO:0009617,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009743,GO:0009755,GO:0009987,GO:0010033,GO:0010035,GO:0010150,GO:0010555,GO:0023052,GO:0032501,GO:0032502,GO:0032870,GO:0033993,GO:0042221,GO:0042538,GO:0043207,GO:0044424,GO:0044464,GO:0048366,GO:0048367,GO:0048511,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051239,GO:0051704,GO:0051707,GO:0051716,GO:0065007,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0090693,GO:0097305,GO:0097306,GO:0099402,GO:1901700,GO:1901701,GO:1902074,GO:2000026,GO:2000280"
g482,EOY20888,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005773,GO:0005829,GO:0006914,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0012505,GO:0016043,GO:0016236,GO:0022607,GO:0031410,GO:0031982,GO:0032182,GO:0034622,GO:0043130,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0051258,GO:0051259,GO:0061919,GO:0065003,GO:0071840,GO:0097708"
g2798,EOY25280,"GO:0003674,GO:0003824,GO:0003886,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009008,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010426,GO:0016740,GO:0016741,GO:0032259,GO:0032776,GO:0033554,GO:0034605,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044728,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090116,GO:0090304,GO:0140097,GO:1901360"
g2888,EOY22221,"GO:0003674,GO:0003824,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016787,GO:0016810,GO:0016813,GO:0034641,GO:0042401,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0047632,GO:0071704,GO:1901564,GO:1901566,GO:1901576"
g2919,EOY22273,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006091,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0008987,GO:0009058,GO:0009060,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009507,GO:0009536,GO:0009893,GO:0009987,GO:0015980,GO:0016043,GO:0016053,GO:0016226,GO:0017144,GO:0018130,GO:0019222,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0019805,GO:0022607,GO:0030234,GO:0031163,GO:0031323,GO:0031325,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0042762,GO:0042802,GO:0042803,GO:0043085,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0043650,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0046394,GO:0046483,GO:0046496,GO:0046874,GO:0046983,GO:0048037,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0051176,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0055086,GO:0055114,GO:0065007,GO:0065009,GO:0071704,GO:0071840,GO:0072524,GO:0072525,GO:0090407,GO:0098772,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605"
g901,EOY20738,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006873,GO:0006885,GO:0007275,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0019725,GO:0022622,GO:0030003,GO:0030004,GO:0030641,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0048364,GO:0048731,GO:0048856,GO:0048878,GO:0050801,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0071944,GO:0098771,GO:0099402"
g840,EOY23338,"GO:0002682,GO:0002684,GO:0002831,GO:0002833,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009507,GO:0009536,GO:0010112,GO:0016491,GO:0016638,GO:0016639,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043902,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0055114,GO:0065007,GO:0080134,GO:1901672"
g933,EOY09238,"GO:0000271,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0006073,GO:0006109,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009664,GO:0009832,GO:0009889,GO:0009987,GO:0010383,GO:0010556,GO:0010675,GO:0010962,GO:0010981,GO:0012505,GO:0016043,GO:0016051,GO:0019222,GO:0030243,GO:0030244,GO:0030312,GO:0031323,GO:0031326,GO:0031410,GO:0031982,GO:0031984,GO:0032881,GO:0032885,GO:0032950,GO:0032951,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043255,GO:0044036,GO:0044038,GO:0044042,GO:0044085,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0050789,GO:0050794,GO:0051128,GO:0051273,GO:0051274,GO:0052324,GO:0052541,GO:0060255,GO:0065007,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0097708,GO:0098791,GO:1901576,GO:1903338,GO:2000112,GO:2001006,GO:2001009"
g1332,Gorai.004G192200.1,"GO:0003674,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006810,GO:0008150,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009889,GO:0009891,GO:0009893,GO:0010380,GO:0010468,GO:0010556,GO:0016020,GO:0019216,GO:0019219,GO:0019222,GO:0019747,GO:0019899,GO:0030656,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043495,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0045828,GO:0045834,GO:0046136,GO:0046889,GO:0046890,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051179,GO:0051193,GO:0051194,GO:0051234,GO:0051252,GO:0055035,GO:0055085,GO:0060255,GO:0062012,GO:0062013,GO:0065007,GO:0080090,GO:0090056,GO:0140110,GO:1901401,GO:1901403,GO:1901463,GO:1901465,GO:1902326,GO:1902930,GO:1902932,GO:1903506,GO:1904963,GO:1904964,GO:1904965,GO:1904966,GO:2000112,GO:2001141"
g1839,Gorai.003G100600.1,"GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005773,GO:0005829,GO:0005840,GO:0005844,GO:0005911,GO:0006996,GO:0008150,GO:0009506,GO:0009987,GO:0015935,GO:0016020,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030054,GO:0030312,GO:0031974,GO:0031981,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042274,GO:0042788,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0055044,GO:0065003,GO:0070013,GO:0070925,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1990904"
g862,EOY23378,"GO:0001101,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006873,GO:0006950,GO:0006970,GO:0008150,GO:0008308,GO:0008509,GO:0009414,GO:0009415,GO:0009628,GO:0009651,GO:0009987,GO:0010035,GO:0015075,GO:0015103,GO:0015267,GO:0015318,GO:0015698,GO:0016020,GO:0019725,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0034220,GO:0042221,GO:0042592,GO:0044464,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944,GO:0098656,GO:1901700"
g894,EOY23479,"GO:0000003,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0008150,GO:0009846,GO:0009856,GO:0022414,GO:0032501,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044706,GO:0051704"
g925,EOY20966,"GO:0001101,GO:0002376,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006508,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009414,GO:0009415,GO:0009605,GO:0009607,GO:0009627,GO:0009628,GO:0009719,GO:0009725,GO:0009737,GO:0009814,GO:0010033,GO:0010035,GO:0012505,GO:0016787,GO:0019538,GO:0030163,GO:0033993,GO:0042221,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0070001,GO:0070011,GO:0071704,GO:0097305,GO:0098542,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901700"
g1339,EOY24199,"GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001085,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032502,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141"
g1282,EOY24097,"GO:0000266,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005773,GO:0005774,GO:0005856,GO:0005886,GO:0005911,GO:0006810,GO:0006950,GO:0006952,GO:0006996,GO:0007005,GO:0008017,GO:0008092,GO:0008150,GO:0009506,GO:0009524,GO:0009605,GO:0009607,GO:0009620,GO:0009987,GO:0010035,GO:0010038,GO:0015631,GO:0016020,GO:0016043,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0030054,GO:0031090,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046686,GO:0048285,GO:0050832,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055044,GO:0071840,GO:0071944,GO:0098542,GO:0098588,GO:0098805"
g1372,EOY24263,"GO:0000003,GO:0000902,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008283,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009641,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009734,GO:0009735,GO:0009755,GO:0009791,GO:0009826,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009908,GO:0009987,GO:0010016,GO:0010017,GO:0010022,GO:0010033,GO:0010073,GO:0010154,GO:0010218,GO:0010468,GO:0010556,GO:0010558,GO:0010582,GO:0010605,GO:0010629,GO:0016043,GO:0016049,GO:0019219,GO:0019222,GO:0022414,GO:0022622,GO:0023052,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032870,GO:0032989,GO:0040007,GO:0042221,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043621,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0046983,GO:0048364,GO:0048367,GO:0048438,GO:0048467,GO:0048507,GO:0048519,GO:0048523,GO:0048589,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0060560,GO:0061458,GO:0065007,GO:0070887,GO:0071214,GO:0071310,GO:0071365,GO:0071478,GO:0071482,GO:0071489,GO:0071495,GO:0071840,GO:0080090,GO:0080127,GO:0090567,GO:0097159,GO:0099402,GO:0104004,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1905328,GO:2000112,GO:2000113,GO:2001141"
g2556,EOY21836,"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"
g2651,EOY24726,"GO:0000003,GO:0000302,GO:0001101,GO:0002213,GO:0002376,GO:0003006,GO:0003674,GO:0003824,GO:0004357,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006575,GO:0006725,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009403,GO:0009404,GO:0009408,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009628,GO:0009700,GO:0009719,GO:0009725,GO:0009753,GO:0009791,GO:0009814,GO:0009816,GO:0009908,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010193,GO:0016043,GO:0016143,GO:0016144,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019184,GO:0019438,GO:0019748,GO:0019757,GO:0019758,GO:0019760,GO:0019761,GO:0022414,GO:0032501,GO:0032502,GO:0033036,GO:0033037,GO:0033554,GO:0034641,GO:0042221,GO:0042398,GO:0042430,GO:0042435,GO:0042493,GO:0042545,GO:0042742,GO:0043043,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0045087,GO:0045229,GO:0046217,GO:0046483,GO:0046677,GO:0046686,GO:0048367,GO:0048608,GO:0048731,GO:0048856,GO:0050832,GO:0050896,GO:0051179,GO:0051186,GO:0051188,GO:0051641,GO:0051704,GO:0051707,GO:0051716,GO:0052314,GO:0052315,GO:0052386,GO:0052482,GO:0052542,GO:0052543,GO:0052544,GO:0052545,GO:0061458,GO:0070727,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0090567,GO:0098542,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659,GO:1901700"
g1268,EOY24068,"GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0044403,GO:0044419,GO:0046786,GO:0051704"
g1326,Gorai.008G230600.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"
g1129,Gorai.008G289500.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0012505,GO:0016020,GO:0031410,GO:0031982,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044464,GO:0071944,GO:0097708"
g1193,EOY22969,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0007275,GO:0007568,GO:0008150,GO:0008374,GO:0009987,GO:0010150,GO:0012505,GO:0016407,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0071554,GO:0090693,GO:0099402"
g1015,EOY24918,"GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0005911,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0008114,GO:0008150,GO:0008152,GO:0009051,GO:0009117,GO:0009266,GO:0009409,GO:0009414,GO:0009415,GO:0009506,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009743,GO:0009744,GO:0009746,GO:0009749,GO:0009750,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0030054,GO:0033993,GO:0034284,GO:0034285,GO:0034641,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046496,GO:0046686,GO:0050896,GO:0051156,GO:0051186,GO:0055044,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:0097305,GO:1901135,GO:1901360,GO:1901564,GO:1901700"
g633,EOY22654,"GO:0001101,GO:0003674,GO:0005488,GO:0005543,GO:0005544,GO:0005575,GO:0005623,GO:0005886,GO:0005911,GO:0008150,GO:0008289,GO:0008361,GO:0009266,GO:0009270,GO:0009415,GO:0009506,GO:0009628,GO:0009987,GO:0010035,GO:0010941,GO:0016020,GO:0016043,GO:0030054,GO:0032535,GO:0042221,GO:0043167,GO:0043168,GO:0044464,GO:0045793,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0055044,GO:0060548,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066,GO:1901700"
g272,EOY23545,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464"
g304,EOY23092,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0006508,GO:0006511,GO:0006515,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010033,GO:0010498,GO:0019538,GO:0019941,GO:0030163,GO:0033554,GO:0035966,GO:0035967,GO:0042221,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051603,GO:0051716,GO:0051788,GO:0070887,GO:0071218,GO:0071310,GO:0071629,GO:0071704,GO:1901564,GO:1901565,GO:1901575"
g197,EOY22927,"GO:0000902,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009653,GO:0009826,GO:0009987,GO:0016043,GO:0016049,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0023052,GO:0032502,GO:0032989,GO:0035556,GO:0036211,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0048589,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060560,GO:0065007,GO:0071704,GO:0071840,GO:0140096,GO:1901564"
g289,Gorai.006G046100.1,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0097159,GO:1901363"
g2545,Gorai.012G000800.1,"GO:0000229,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008380,GO:0009295,GO:0009507,GO:0009508,GO:0009532,GO:0009536,GO:0009657,GO:0009658,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0032502,GO:0034622,GO:0034641,GO:0042254,GO:0042255,GO:0042646,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363"
g2767,EOY22815,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0043087,GO:0044424,GO:0044464,GO:0050790,GO:0051336,GO:0065007,GO:0065009"
